time,CO
2004-03-12T23:00:00.0,1677.0
2004-03-13T00:00:00.0,1280.0
2004-03-13T01:00:00.0,1196.0
2004-03-13T02:00:00.0,1184.0
2004-03-13T03:00:00.0,1172.0
2004-03-13T04:00:00.0,1147.0
2004-03-13T05:00:00.0,978.0
2004-03-13T06:00:00.0,1100.0
2004-03-13T07:00:00.0,1112.0
2004-03-13T08:00:00.0,1336.0
2004-03-13T09:00:00.0,1408.0
2004-03-13T10:00:00.0,1447.0
2004-03-13T11:00:00.0,1542.0
2004-03-13T12:00:00.0,1451.0
2004-03-13T13:00:00.0,1328.0
2004-03-13T14:00:00.0,1207.0
2004-03-13T15:00:00.0,1240.0
2004-03-13T16:00:00.0,1306.0
2004-03-13T17:00:00.0,1326.0
2004-03-13T18:00:00.0,1473.0
2004-03-13T19:00:00.0,1609.0
2004-03-13T20:00:00.0,1611.0
2004-03-13T21:00:00.0,1621.0
2004-03-13T22:00:00.0,1444.0
2004-03-13T23:00:00.0,1418.0
2004-03-14T00:00:00.0,1534.0
2004-03-14T01:00:00.0,1484.0
2004-03-14T02:00:00.0,1367.0
2004-03-14T03:00:00.0,1344.0
2004-03-14T04:00:00.0,1130.0
2004-03-14T05:00:00.0,1062.0
2004-03-14T06:00:00.0,1076.0
2004-03-14T07:00:00.0,1028.0
2004-03-14T08:00:00.0,1155.0
2004-03-14T09:00:00.0,1235.0
2004-03-14T10:00:00.0,1332.0
2004-03-14T11:00:00.0,1445.0
2004-03-14T12:00:00.0,1416.0
2004-03-14T13:00:00.0,1281.0
2004-03-14T14:00:00.0,1207.0
2004-03-14T15:00:00.0,1258.0
2004-03-14T16:00:00.0,1458.0
2004-03-14T17:00:00.0,1438.0
2004-03-14T18:00:00.0,1478.0
2004-03-14T19:00:00.0,1808.0
2004-03-14T20:00:00.0,1898.0
2004-03-14T21:00:00.0,1560.0
2004-03-14T22:00:00.0,1324.0
2004-03-14T23:00:00.0,1349.0
2004-03-15T00:00:00.0,1239.0
2004-03-15T01:00:00.0,1239.0
2004-03-15T02:00:00.0,1224.0
2004-03-15T03:00:00.0,1078.0
2004-03-15T04:00:00.0,1078.0
2004-03-15T05:00:00.0,1075.0
2004-03-15T06:00:00.0,1157.0
2004-03-15T07:00:00.0,1314.0
2004-03-15T08:00:00.0,1797.0
2004-03-15T09:00:00.0,1961.0
2004-03-15T10:00:00.0,1771.0
2004-03-15T11:00:00.0,1564.0
2004-03-15T12:00:00.0,1430.0
2004-03-15T13:00:00.0,1417.0
2004-03-15T14:00:00.0,1400.0
2004-03-15T15:00:00.0,1317.0
2004-03-15T16:00:00.0,1318.0
2004-03-15T17:00:00.0,1445.0
2004-03-15T18:00:00.0,1917.0
2004-03-15T19:00:00.0,2040.0
2004-03-15T20:00:00.0,1895.0
2004-03-15T21:00:00.0,1595.0
2004-03-15T22:00:00.0,1439.0
2004-03-15T23:00:00.0,1142.0
2004-03-16T00:00:00.0,1304.0
2004-03-16T01:00:00.0,1074.0
2004-03-16T02:00:00.0,968.0
2004-03-16T03:00:00.0,929.0
2004-03-16T04:00:00.0,941.0
2004-03-16T05:00:00.0,937.0
2004-03-16T06:00:00.0,1017.0
2004-03-16T07:00:00.0,1171.0
2004-03-16T08:00:00.0,1541.0
2004-03-16T09:00:00.0,1539.0
2004-03-16T10:00:00.0,1735.0
2004-03-16T11:00:00.0,1571.0
2004-03-16T12:00:00.0,1452.0
2004-03-16T13:00:00.0,1579.0
2004-03-16T14:00:00.0,1466.0
2004-03-16T15:00:00.0,1280.0
2004-03-16T16:00:00.0,1407.0
2004-03-16T17:00:00.0,1389.0
2004-03-16T18:00:00.0,1447.0
2004-03-16T19:00:00.0,1551.0
2004-03-16T20:00:00.0,1474.0
2004-03-16T21:00:00.0,1800.0
2004-03-16T22:00:00.0,1379.0
2004-03-16T23:00:00.0,1201.0
2004-03-17T00:00:00.0,1205.0
2004-03-17T01:00:00.0,1072.0
2004-03-17T02:00:00.0,998.0
2004-03-17T03:00:00.0,933.0
2004-03-17T04:00:00.0,883.0
2004-03-17T05:00:00.0,869.0
2004-03-17T06:00:00.0,891.0
2004-03-17T07:00:00.0,1173.0
2004-03-17T08:00:00.0,1587.0
2004-03-17T09:00:00.0,1852.0
2004-03-17T10:00:00.0,1522.0
2004-03-17T11:00:00.0,1438.0
2004-03-17T12:00:00.0,1393.0
2004-03-17T13:00:00.0,1452.0
2004-03-17T14:00:00.0,1389.0
2004-03-17T15:00:00.0,1207.0
2004-03-17T16:00:00.0,1365.0
2004-03-17T17:00:00.0,1247.0
2004-03-17T18:00:00.0,1557.0
2004-03-17T19:00:00.0,1973.0
2004-03-17T20:00:00.0,1975.0
2004-03-17T21:00:00.0,1795.0
2004-03-17T22:00:00.0,1444.0
2004-03-17T23:00:00.0,1488.0
2004-03-18T00:00:00.0,1371.0
2004-03-18T01:00:00.0,1161.0
2004-03-18T02:00:00.0,1064.0
2004-03-18T03:00:00.0,970.0
2004-03-18T04:00:00.0,954.0
2004-03-18T05:00:00.0,931.0
2004-03-18T06:00:00.0,938.0
2004-03-18T07:00:00.0,1166.0
2004-03-18T08:00:00.0,1643.0
2004-03-18T09:00:00.0,1934.0
2004-03-18T10:00:00.0,1617.0
2004-03-18T11:00:00.0,1473.0
2004-03-18T12:00:00.0,1379.0
2004-03-18T13:00:00.0,1385.0
2004-03-18T14:00:00.0,1379.0
2004-03-18T15:00:00.0,1322.0
2004-03-18T16:00:00.0,1496.0
2004-03-18T17:00:00.0,1409.0
2004-03-18T18:00:00.0,1513.0
2004-03-18T19:00:00.0,1667.0
2004-03-18T20:00:00.0,1667.0
2004-03-18T21:00:00.0,1430.0
2004-03-18T22:00:00.0,1333.0
2004-03-18T23:00:00.0,1262.0
2004-03-19T00:00:00.0,1287.0
2004-03-19T01:00:00.0,1134.0
