x,y,bc1,bc2,bc3
0.40625,0.27063293868263705,0.4375,0.25,0.3125
0.53125,0.27063293868263705,0.31250000000000006,0.37499999999999994,0.3125
0.03125,0.0,0.96875,0.03125,0.0001
0.046875,0.08118988160479113,0.90625,0.0001,0.09375000000000001
0.078125,0.027063293868263706,0.9062500000000001,0.0625,0.03125
0.15625,0.0,0.8437499999999999,0.15625,0.0001
0.1875,0.05412658773652741,0.7812499999999999,0.15625,0.0625
0.109375,0.18944305707784595,0.78125,0.0001,0.21875
0.109375,0.13531646934131852,0.8125000000000001,0.03125000000000001,0.15625
0.140625,0.027063293868263706,0.8437499999999999,0.12500000000000003,0.03125
0.15625,0.10825317547305482,0.78125,0.09375000000000001,0.125
0.078125,0.08118988160479113,0.8749999999999999,0.031249999999999993,0.09375000000000001
0.140625,0.08118988160479113,0.8125,0.09374999999999999,0.09375000000000001
0.40625,0.0,0.59375,0.40625,0.0001
0.4375,0.05412658773652741,0.53125,0.40625,0.0625
0.359375,0.13531646934131852,0.5625,0.28125,0.15625
0.28125,0.0,0.71875,0.28125,0.0001
0.328125,0.027063293868263706,0.6562499999999999,0.3125,0.03125
0.40625,0.10825317547305482,0.53125,0.34375,0.125
0.328125,0.08118988160479113,0.625,0.28125,0.09375000000000001
0.390625,0.027063293868263706,0.59375,0.37500000000000006,0.03125
0.359375,0.08118988160479113,0.59375,0.3125,0.09375000000000001
0.234375,0.4059494080239556,0.53125,0.0001,0.46875000000000006
0.234375,0.3518228202874282,0.5625,0.031249999999999993,0.40625
0.171875,0.2976962325509008,0.6562500000000001,0.0001,0.34375
0.203125,0.24356964481437335,0.6562499999999999,0.0625,0.28125
0.3125,0.27063293868263705,0.53125,0.15625,0.3125
0.203125,0.2976962325509008,0.6250000000000001,0.03125000000000001,0.34375
0.265625,0.24356964481437335,0.59375,0.125,0.28124999999999994
0.28125,0.3247595264191645,0.53125,0.09374999999999997,0.37500000000000006
0.25,0.27063293868263705,0.59375,0.09375000000000001,0.3125
0.265625,0.027063293868263706,0.7187500000000001,0.25,0.03125
0.203125,0.08118988160479113,0.7499999999999999,0.15625,0.09375000000000001
0.265625,0.08118988160479113,0.6875,0.21875,0.09375000000000001
0.34375,0.21650635094610965,0.53125,0.21875000000000003,0.25
0.328125,0.13531646934131852,0.59375,0.25000000000000006,0.15625
0.296875,0.18944305707784595,0.59375,0.18750000000000003,0.21875
0.140625,0.18944305707784595,0.7500000000000001,0.03125000000000001,0.21875
0.21875,0.21650635094610965,0.6562500000000001,0.09375000000000001,0.25
0.1875,0.16237976320958225,0.71875,0.09375000000000001,0.18750000000000003
0.296875,0.13531646934131852,0.6250000000000001,0.21875000000000003,0.15625
0.234375,0.18944305707784595,0.6562499999999999,0.12500000000000003,0.21875
0.21875,0.10825317547305482,0.71875,0.15625,0.125
0.25,0.16237976320958225,0.6562500000000001,0.15625,0.18750000000000003
0.984375,0.027063293868263706,0.0001,0.96875,0.03125
0.90625,0.0,0.09375000000000001,0.90625,0.0001
0.9375,0.05412658773652741,0.031249999999999997,0.90625,0.0625
0.921875,0.13531646934131852,0.0001,0.8437500000000001,0.15625
0.859375,0.13531646934131852,0.06250000000000001,0.78125,0.15625
0.78125,0.0,0.21875,0.78125,0.0001
0.828125,0.027063293868263706,0.15625,0.8125,0.03125
0.90625,0.10825317547305482,0.03125000000000001,0.8437500000000001,0.125
0.828125,0.08118988160479113,0.125,0.78125,0.09375000000000001
0.890625,0.027063293868263706,0.09374999999999999,0.875,0.03125
0.859375,0.08118988160479113,0.09374999999999999,0.8125,0.09375000000000001
0.796875,0.3518228202874282,0.0001,0.59375,0.40625
0.734375,0.3518228202874282,0.0625,0.53125,0.40625
0.703125,0.24356964481437335,0.15625,0.5625,0.28124999999999994
0.859375,0.24356964481437335,0.0001,0.71875,0.28125
0.8125,0.27063293868263705,0.03125000000000002,0.6562500000000001,0.3125
0.703125,0.2976962325509008,0.12500000000000003,0.53125,0.34375
0.765625,0.24356964481437335,0.09374999999999999,0.625,0.28125
0.78125,0.3247595264191645,0.031249999999999993,0.59375,0.37500000000000006
0.75,0.27063293868263705,0.09375000000000001,0.59375,0.3125
0.53125,0.0,0.46875,0.53125,0.0001
0.578125,0.027063293868263706,0.40625,0.5625,0.03125
0.65625,0.0,0.34375,0.6562500000000001,0.0001
0.6875,0.05412658773652741,0.28124999999999994,0.6562499999999999,0.0625
0.609375,0.13531646934131852,0.31250000000000006,0.53125,0.15625
0.640625,0.027063293868263706,0.34375000000000006,0.625,0.03125
0.65625,0.10825317547305482,0.28125,0.59375,0.125
0.578125,0.08118988160479113,0.37500000000000006,0.53125,0.09375000000000001
0.640625,0.08118988160479113,0.3125,0.59375,0.09375000000000001
0.84375,0.21650635094610965,0.03125000000000001,0.7187500000000001,0.25
0.828125,0.13531646934131852,0.09375000000000001,0.7500000000000001,0.15625
0.796875,0.18944305707784595,0.09375000000000001,0.6875,0.21875
0.640625,0.18944305707784595,0.25,0.53125,0.21875
0.71875,0.21650635094610965,0.15625000000000003,0.59375,0.25
0.6875,0.16237976320958225,0.21874999999999997,0.59375,0.18750000000000003
0.765625,0.027063293868263706,0.21875,0.7500000000000001,0.03125
0.703125,0.08118988160479113,0.25,0.6562500000000001,0.09375000000000001
0.765625,0.08118988160479113,0.18749999999999997,0.71875,0.09375000000000001
0.734375,0.18944305707784595,0.15625,0.625,0.21874999999999997
0.71875,0.10825317547305482,0.21875,0.6562500000000001,0.125
0.796875,0.13531646934131852,0.12500000000000003,0.71875,0.15625
0.734375,0.13531646934131852,0.18750000000000003,0.6562500000000001,0.15625
0.484375,0.8389621099161749,0.03124999999999998,0.0001,0.96875
0.546875,0.7848355221796475,0.0001,0.09375000000000001,0.90625
0.484375,0.7848355221796475,0.0625,0.03125000000000001,0.90625
0.421875,0.7307089344431201,0.15624999999999997,0.0001,0.8437500000000001
0.453125,0.6765823467065927,0.15625,0.062499999999999986,0.78125
0.609375,0.6765823467065927,0.0001,0.21874999999999997,0.78125
0.5625,0.7036456405748563,0.03125000000000001,0.15625,0.8125
0.453125,0.7307089344431201,0.12499999999999997,0.03124999999999996,0.8437500000000001
0.515625,0.6765823467065927,0.09374999999999997,0.125,0.78125
0.53125,0.7577722283113838,0.03124999999999999,0.09374999999999997,0.875
0.5,0.7036456405748563,0.09375000000000001,0.09375000000000001,0.8125
0.296875,0.5142025834970104,0.40625,0.0001,0.59375
0.328125,0.46007599576048297,0.40625,0.06250000000000001,0.53125
0.4375,0.4871392896287467,0.28125,0.15625,0.5624999999999999
0.359375,0.6224557589700652,0.28125,0.0001,0.71875
0.359375,0.5683291712335379,0.3125,0.031249999999999976,0.6562500000000001
0.390625,0.46007599576048297,0.34375,0.12500000000000003,0.53125
0.40625,0.5412658773652741,0.28125,0.09375000000000001,0.625
0.328125,0.5142025834970104,0.37499999999999994,0.031249999999999993,0.59375
0.390625,0.5142025834970104,0.3125,0.09375000000000001,0.59375
0.734375,0.46007599576048297,0.0001,0.46875,0.53125
0.6875,0.4871392896287467,0.03125000000000001,0.40625,0.5624999999999999
0.671875,0.5683291712335379,0.0001,0.34374999999999994,0.6562500000000001
0.609375,0.5683291712335379,0.062499999999999965,0.28124999999999994,0.6562500000000001
0.578125,0.46007599576048297,0.15625000000000003,0.3125,0.53125
0.65625,0.5412658773652741,0.03125000000000002,0.34375,0.625
0.578125,0.5142025834970104,0.12499999999999999,0.28125,0.59375
0.640625,0.46007599576048297,0.09375000000000003,0.37500000000000006,0.53125
0.609375,0.5142025834970104,0.09375000000000001,0.3125,0.59375
0.390625,0.6224557589700652,0.25,0.03125000000000001,0.71875
0.46875,0.649519052838329,0.15624999999999997,0.09374999999999997,0.7500000000000001
0.4375,0.5953924651018015,0.21874999999999997,0.09375000000000001,0.6875
0.515625,0.46007599576048297,0.21875,0.25000000000000006,0.53125
0.453125,0.5142025834970104,0.25,0.15625,0.59375
0.515625,0.5142025834970104,0.18750000000000003,0.21874999999999997,0.59375
0.59375,0.649519052838329,0.03124999999999996,0.21874999999999997,0.7500000000000001
0.578125,0.5683291712335379,0.09374999999999997,0.24999999999999997,0.6562500000000001
0.546875,0.6224557589700652,0.09375000000000001,0.18750000000000003,0.71875
0.46875,0.5412658773652741,0.21875,0.15625000000000003,0.625
0.546875,0.5683291712335379,0.12499999999999997,0.21874999999999997,0.6562500000000001
0.484375,0.6224557589700652,0.15625000000000003,0.12500000000000003,0.71875
0.515625,0.5683291712335379,0.15624999999999997,0.18749999999999997,0.6562500000000001
0.515625,0.027063293868263706,0.46875000000000006,0.5,0.03125
0.453125,0.08118988160479113,0.5,0.40625,0.09375000000000001
0.515625,0.08118988160479113,0.43749999999999994,0.46875000000000006,0.09375000000000001
0.578125,0.13531646934131852,0.34375,0.5000000000000001,0.15625
0.546875,0.18944305707784595,0.34375000000000006,0.43749999999999994,0.21875
0.390625,0.18944305707784595,0.5,0.28125,0.21875
0.4375,0.16237976320958225,0.46875,0.34375,0.18750000000000003
0.546875,0.13531646934131852,0.3750000000000001,0.46875,0.15625
0.484375,0.18944305707784595,0.40625,0.37500000000000006,0.21875
0.46875,0.10825317547305482,0.46875,0.40625000000000006,0.125
0.5,0.16237976320958225,0.40625,0.40625,0.18750000000000003
0.71875,0.4330127018922193,0.031249999999999993,0.46875,0.5
0.703125,0.3518228202874282,0.09375000000000001,0.5,0.40625
0.671875,0.4059494080239556,0.09374999999999997,0.43749999999999994,0.46875000000000006
0.59375,0.4330127018922193,0.15625,0.34375,0.5
0.5625,0.3788861141556919,0.21874999999999997,0.34374999999999994,0.4375
0.640625,0.24356964481437335,0.21874999999999997,0.49999999999999994,0.28124999999999994
0.640625,0.2976962325509008,0.18750000000000003,0.46875000000000006,0.34375
0.609375,0.4059494080239556,0.15625,0.37500000000000006,0.46875000000000006
0.59375,0.3247595264191645,0.21874999999999997,0.40625,0.37500000000000006
0.671875,0.3518228202874282,0.12500000000000003,0.46875000000000006,0.40625
0.609375,0.3518228202874282,0.18750000000000003,0.40625,0.40625
0.265625,0.4059494080239556,0.5,0.031249999999999976,0.46875000000000006
0.34375,0.4330127018922193,0.40625,0.09375000000000001,0.5
0.3125,0.3788861141556919,0.46875,0.09374999999999997,0.43749999999999994
0.328125,0.2976962325509008,0.5000000000000001,0.15625000000000003,0.34375
0.390625,0.2976962325509008,0.43750000000000006,0.21875000000000003,0.34375
0.46875,0.4330127018922193,0.28125,0.21874999999999997,0.5
0.421875,0.4059494080239556,0.34374999999999994,0.18749999999999997,0.46875000000000006
0.34375,0.3247595264191645,0.46875,0.15625,0.37500000000000006
0.421875,0.3518228202874282,0.37500000000000006,0.21874999999999997,0.40625
0.359375,0.4059494080239556,0.40625,0.12499999999999997,0.46875000000000006
0.390625,0.3518228202874282,0.40625,0.18750000000000003,0.40625
0.609375,0.24356964481437335,0.25,0.46875,0.28124999999999994
0.53125,0.21650635094610965,0.34375,0.40625000000000006,0.25
0.5625,0.27063293868263705,0.28125,0.40625000000000006,0.3125
0.484375,0.4059494080239556,0.28125,0.24999999999999997,0.46875000000000006
0.546875,0.3518228202874282,0.25,0.34374999999999994,0.40625
0.484375,0.3518228202874282,0.3125,0.28125,0.40625
0.40625,0.21650635094610965,0.46875000000000006,0.28125,0.25
0.421875,0.2976962325509008,0.40625,0.25000000000000006,0.34375
0.453125,0.24356964481437335,0.40624999999999994,0.31250000000000006,0.28124999999999994
0.53125,0.3247595264191645,0.28124999999999994,0.34375,0.37500000000000006
0.453125,0.2976962325509008,0.37500000000000006,0.28125,0.34375
0.515625,0.24356964481437335,0.34375,0.37499999999999994,0.28124999999999994
0.484375,0.2976962325509008,0.34375,0.31250000000000006,0.34375
0.0625,0.05412658773652741,0.90625,0.031249999999999997,0.0625
0.171875,0.027063293868263706,0.8125,0.15625,0.03125
0.140625,0.13531646934131852,0.78125,0.06250000000000001,0.15625
0.109375,0.08118988160479113,0.8437500000000001,0.0625,0.09375000000000001
0.421875,0.027063293868263706,0.5625,0.40625,0.03125
0.390625,0.13531646934131852,0.53125,0.31250000000000006,0.15625
0.3125,0.05412658773652741,0.6562499999999999,0.28124999999999994,0.0625
0.375,0.05412658773652741,0.5937499999999999,0.34374999999999994,0.0625
0.265625,0.3518228202874282,0.53125,0.0625,0.40625
0.1875,0.27063293868263705,0.6562500000000001,0.03125000000000002,0.3125
0.296875,0.24356964481437335,0.5625,0.15625,0.28124999999999994
0.265625,0.2976962325509008,0.5625,0.09375000000000001,0.34375
0.234375,0.08118988160479113,0.71875,0.18749999999999997,0.09375000000000001
0.3125,0.16237976320958225,0.59375,0.21874999999999997,0.18750000000000003
0.203125,0.18944305707784595,0.6875,0.09375000000000001,0.21875
0.234375,0.13531646934131852,0.6875000000000001,0.15625000000000003,0.15625
0.921875,0.027063293868263706,0.0625,0.9062500000000001,0.03125
0.890625,0.13531646934131852,0.03125000000000001,0.8125000000000001,0.15625
0.8125,0.05412658773652741,0.15625,0.7812499999999999,0.0625
0.875,0.05412658773652741,0.09374999999999999,0.8437499999999999,0.0625
0.765625,0.3518228202874282,0.031249999999999993,0.5625,0.40625
0.6875,0.27063293868263705,0.15625,0.53125,0.3125
0.796875,0.24356964481437335,0.0625,0.6562499999999999,0.28125
0.765625,0.2976962325509008,0.06250000000000001,0.59375,0.34375
0.5625,0.05412658773652741,0.40625,0.53125,0.0625
0.671875,0.027063293868263706,0.3125,0.6562499999999999,0.03125
0.640625,0.13531646934131852,0.28125,0.5625,0.15625
0.609375,0.08118988160479113,0.34374999999999994,0.5625,0.09375000000000001
0.8125,0.16237976320958225,0.09375000000000001,0.71875,0.18750000000000003
0.703125,0.18944305707784595,0.18750000000000003,0.59375,0.21875
0.734375,0.08118988160479113,0.21875,0.6875,0.09375000000000001
0.765625,0.13531646934131852,0.15625000000000003,0.6875000000000001,0.15625
0.515625,0.7848355221796475,0.03125000000000001,0.0625,0.90625
0.4375,0.7036456405748563,0.15625,0.03125000000000001,0.8125
0.546875,0.6765823467065927,0.062499999999999986,0.15625,0.78125
0.515625,0.7307089344431201,0.062499999999999965,0.09374999999999996,0.8437500000000001
0.3125,0.4871392896287467,0.40625,0.03125000000000001,0.5624999999999999
0.421875,0.46007599576048297,0.3125,0.15625000000000003,0.53125
0.390625,0.5683291712335379,0.28124999999999994,0.062499999999999965,0.6562500000000001
0.359375,0.5142025834970104,0.34375,0.062499999999999986,0.59375
0.671875,0.46007599576048297,0.06250000000000001,0.40625,0.53125
0.640625,0.5683291712335379,0.031249999999999976,0.3125,0.6562500000000001
0.5625,0.4871392896287467,0.15625,0.28125,0.5624999999999999
0.625,0.4871392896287467,0.09375000000000001,0.34375,0.5624999999999999
0.453125,0.6224557589700652,0.18750000000000003,0.09375000000000001,0.71875
0.484375,0.5142025834970104,0.21874999999999997,0.18750000000000003,0.59375
0.5625,0.5953924651018015,0.09375000000000001,0.21874999999999997,0.6875
0.5,0.5953924651018015,0.15625,0.15625,0.6875
0.484375,0.08118988160479113,0.46875000000000006,0.43749999999999994,0.09375000000000001
0.5625,0.16237976320958225,0.34375,0.46875,0.18750000000000003
0.453125,0.18944305707784595,0.43749999999999994,0.34375000000000006,0.21875
0.484375,0.13531646934131852,0.43750000000000006,0.40625,0.15625
0.6875,0.3788861141556919,0.09374999999999997,0.46875,0.43749999999999994
0.578125,0.4059494080239556,0.18749999999999997,0.34374999999999994,0.46875000000000006
0.609375,0.2976962325509008,0.21875000000000003,0.43750000000000006,0.34375
0.640625,0.3518228202874282,0.15625,0.43749999999999994,0.40625
0.328125,0.4059494080239556,0.43749999999999994,0.09374999999999997,0.46875000000000006
0.359375,0.2976962325509008,0.46875000000000006,0.18750000000000003,0.34375
0.4375,0.3788861141556919,0.34374999999999994,0.21874999999999997,0.4375
0.375,0.3788861141556919,0.40625,0.15625,0.4375
0.546875,0.24356964481437335,0.31250000000000006,0.40624999999999994,0.28124999999999994
0.515625,0.3518228202874282,0.28125,0.3125,0.40625
0.4375,0.27063293868263705,0.40625000000000006,0.28125,0.3125
0.5,0.27063293868263705,0.34375,0.34375,0.3125
0.015625,0.027063293868263706,0.96875,0.0001,0.03125
0.09375,0.0,0.90625,0.09375000000000001,0.0001
0.046875,0.027063293868263706,0.9375000000000001,0.03125000000000001,0.03125
0.21875,0.0,0.78125,0.21875,0.0001
0.203125,0.027063293868263706,0.78125,0.18750000000000003,0.03125
0.078125,0.13531646934131852,0.8437500000000001,0.0001,0.15625
0.125,0.16237976320958225,0.78125,0.031249999999999993,0.18750000000000003
0.109375,0.027063293868263706,0.875,0.09374999999999999,0.03125
0.171875,0.08118988160479113,0.78125,0.125,0.09375000000000001
0.09375,0.10825317547305482,0.8437500000000001,0.03125000000000001,0.125
0.125,0.05412658773652741,0.8437499999999999,0.09374999999999999,0.0625
0.46875,0.0,0.53125,0.46875,0.0001
0.453125,0.027063293868263706,0.53125,0.43750000000000006,0.03125
0.375,0.16237976320958225,0.53125,0.28125,0.18750000000000003
0.34375,0.0,0.6562500000000001,0.34375,0.0001
0.296875,0.027063293868263706,0.6875000000000001,0.28125,0.03125
0.421875,0.08118988160479113,0.53125,0.37500000000000006,0.09375000000000001
0.34375,0.10825317547305482,0.59375,0.28125,0.125
0.359375,0.027063293868263706,0.625,0.34375000000000006,0.03125
0.390625,0.08118988160479113,0.5625,0.34374999999999994,0.09375000000000001
0.203125,0.3518228202874282,0.59375,0.0001,0.40625
0.25,0.3788861141556919,0.53125,0.031249999999999993,0.4375
0.140625,0.24356964481437335,0.71875,0.0001,0.28125
0.171875,0.24356964481437335,0.6875,0.03125000000000001,0.28125
0.328125,0.24356964481437335,0.53125,0.18749999999999997,0.28124999999999994
0.21875,0.3247595264191645,0.59375,0.031249999999999993,0.37500000000000006
0.234375,0.24356964481437335,0.625,0.09374999999999999,0.28125
0.296875,0.2976962325509008,0.53125,0.12500000000000003,0.34375
0.234375,0.2976962325509008,0.59375,0.06250000000000001,0.34375
0.234375,0.027063293868263706,0.7500000000000001,0.21875,0.03125
0.296875,0.08118988160479113,0.6562500000000001,0.25,0.09375000000000001
0.25,0.05412658773652741,0.71875,0.21874999999999997,0.0625
0.359375,0.18944305707784595,0.53125,0.25,0.21875
